gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound
ENSG00000089091.12	"ENST00000262547.5,ENST00000329494.5,ENST00000357236.4,ENST00000358866.6,ENST00000377630.5,ENST00000460891.1,ENST00000470526.1,ENST00000476058.1,ENST00000480488.1,ENST00000487128.1,ENST00000608192.1,ENST00000609267.1"	3156	2907.92	13	0.06	0.06	13	0	0.19	0.19	0.0830475	0.322622	0.0839743	0.326193
ENSG00000132664.7	"ENST00000377603.4,ENST00000461589.1,ENST00000462997.1,ENST00000475192.1,ENST00000489753.1,ENST00000497333.1"	2081.24	1833.17	843	6.07	6.06	843	0	6.35	6.41	5.67376	7.05522	5.73416	7.13043
ENSG00000089050.10	"ENST00000337227.4,ENST00000491835.1,ENST00000493184.1"	3762.36	3514.28	282	1.06	1.06	282	0	1.1	1.11	0.953941	1.25408	0.963644	1.26709
ENSG00000101310.10	"ENST00000262544.2,ENST00000336714.3,ENST00000377465.1,ENST00000377475.3,ENST00000422877.1,ENST00000450074.1,ENST00000474619.1,ENST00000494645.1"	2919.87	2671.79	4946	24.45	24.41	4946	0	27.28	27.56	23.5122	33.414	23.7656	33.7771
ENSG00000125821.7	"ENST00000377452.3,ENST00000494921.1"	1405.55	1157.47	1772	20.22	20.19	1772	0	19.95	20.16	19.0284	20.8933	19.238	21.1247
ENSG00000149443.4	"ENST00000278779.4,ENST00000463425.1"	563	314.98	0	0	0	0	0	0.08	0.09	0.00202416	0.200779	0.00204747	0.20295
ENSG00000132631.4	ENST00000377428.2	664	415.95	0	0	0	0	0	0.03	0.03	1.12E-06	0.0938404	1.13E-06	0.094852
ENSG00000185052.7	ENST00000328041.6	3929	3680.92	0	0	0	0	0	0	0	1.85E-08	0.0105619	1.87E-08	0.0106766
ENSG00000268628.1	ENST00000598007.1	384	136.09	0	0	0	0	0	0.1	0.1	4.93E-06	0.284892	4.98E-06	0.287907
ENSG00000132669.8	"ENST00000255006.6,ENST00000440354.2,ENST00000459721.1,ENST00000465815.1,ENST00000467569.1,ENST00000484638.1,ENST00000488077.1"	1778	1530.13	0	0	0	0	0	0.55	0.55	0.0510729	1.32193	0.0516082	1.3364
ENSG00000173418.7	"ENST00000310450.4,ENST00000334982.4,ENST00000398602.2,ENST00000463154.1,ENST00000480550.1,ENST00000481837.1,ENST00000484480.1"	1143.77	895.69	4350	64.16	64.05	4350	0	63.4	64.05	61.3838	65.4192	62.0372	66.116
ENSG00000101343.10	"ENST00000377327.4,ENST00000377340.2,ENST00000490258.1,ENST00000490910.1,ENST00000496549.1,ENST00000521379.1,ENST00000536226.1"	3793.57	3545.49	2154	8.03	8.01	2154	0	8.15	8.23	7.54286	8.80798	7.62676	8.90619
ENSG00000089101.13	"ENST00000245957.5,ENST00000340348.6,ENST00000377293.1,ENST00000377303.2,ENST00000377306.1,ENST00000377308.2,ENST00000377309.2,ENST00000389656.3,ENST00000431753.1,ENST00000442372.2,ENST00000451767.2,ENST00000468719.1,ENST00000469994.1,ENST00000471716.1,ENST00000472660.1,ENST00000475466.1,ENST00000476414.1,ENST00000486624.1,ENST00000488640.1,ENST00000493330.1,ENST00000494029.1,ENST00000497372.1"	1221.36	973.32	0	0	0	0	0	0.67	0.68	0.356076	1.01728	0.360554	1.02876
ENSG00000173404.3	ENST00000310227.1	2826	2577.92	0	0	0	0	0	0.01	0.01	4.02E-09	0.0151736	4.06E-09	0.0153356
ENSG00000188559.9	"ENST00000202677.7,ENST00000424981.1,ENST00000427175.2,ENST00000430436.1,ENST00000495793.1"	7293.49	7045.41	471	0.88	0.88	471	0	1.09	1.1	0.841605	1.40554	0.850323	1.42053
ENSG00000088930.6	"ENST00000377191.3,ENST00000430571.2,ENST00000539513.1"	3420.8	3172.72	7891	32.86	32.8	7891	0	32.42	32.76	31.7126	33.1572	32.0639	33.5243
ENSG00000125816.4	ENST00000351817.4	2238	1989.92	0	0	0	0	0	0.01	0.01	8.25E-08	0.019571	8.34E-08	0.0197812
ENSG00000125820.5	ENST00000377142.4	2092	1843.92	0	0	0	0	0	0.01	0.01	9.29E-09	0.0211209	9.39E-09	0.0213492
ENSG00000125813.9	"ENST00000398485.2,ENST00000444366.2,ENST00000460221.1,ENST00000485038.1"	1441	1192.95	0	0	0	0	0	0.11	0.11	0.0105317	0.238495	0.0106452	0.241074
ENSG00000125798.10	"ENST00000377115.4,ENST00000419308.2"	2422	2173.92	98	0.6	0.59	98	0	0.6	0.61	0.484721	0.717938	0.491701	0.727418
ENSG00000132671.4	ENST00000255008.3	1258	1009.92	0	0	0	0	0	0.01	0.01	1.45E-07	0.0385583	1.47E-07	0.038985
ENSG00000178726.6	ENST00000377103.2	4109	3860.92	71	0.24	0.24	71	0	0.24	0.25	0.185912	0.298178	0.187937	0.301406
ENSG00000125810.9	ENST00000246006.4	6708	6459.92	30	0.06	0.06	30	0	0.06	0.06	0.0416708	0.0853101	0.0420974	0.0862057
ENSG00000269407.1	ENST00000596205.1	57	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132661.3	ENST00000254998.2	1123	874.92	1845	27.86	27.81	1845	0	27.47	27.76	26.2446	28.741	26.4949	29.0183
ENSG00000125812.11	"ENST00000338121.5,ENST00000377051.2,ENST00000424216.1,ENST00000461789.1,ENST00000477239.1,ENST00000542987.1,ENST00000544236.1"	2197.41	1949.4	1318	8.93	8.92	1318	0	8.97	9.06	7.20135	10.7877	7.27417	10.9004
ENSG00000125814.13	"ENST00000377026.4,ENST00000398425.3,ENST00000432543.2,ENST00000468128.1,ENST00000472855.1,ENST00000487502.1"	3317.13	3069.05	1090	4.69	4.68	1090	0	4.76	4.81	4.40595	5.13343	4.45657	5.19246
ENSG00000125823.8	"ENST00000246020.2,ENST00000347397.1,ENST00000472140.1,ENST00000485969.1"	560.25	312.23	0	0	0	0	0	0.18	0.18	0.0294445	0.365003	0.0296482	0.368805
ENSG00000125831.5	"ENST00000377007.3,ENST00000377009.3"	507.5	259.5	0	0	0	0	0	0.1	0.1	0.00203164	0.250683	0.00246363	0.253833
ENSG00000125815.4	"ENST00000246012.1,ENST00000449810.1"	760	511.94	0	0	0	0	0	0.05	0.05	0.00108776	0.131777	0.00109927	0.133235
ENSG00000101435.4	ENST00000376979.3	959	710.92	0	0	0	0	0	0.02	0.02	9.26E-07	0.0549849	2.51E-07	0.0555771
ENSG00000173335.4	ENST00000376971.3	1592	1343.92	0	0	0	0	0	0.01	0.01	2.61E-07	0.0287924	2.64E-07	0.0291077
ENSG00000101439.4	"ENST00000376925.3,ENST00000398409.1,ENST00000398411.1"	874.59	626.51	3629	76.52	76.39	3629	0	75.48	76.26	73.0361	77.9266	73.8384	78.7765
ENSG00000101441.4	ENST00000217423.3	751	502.93	0	0	0	0	0	0.03	0.03	3.58E-07	0.0781196	3.62E-07	0.0789652
ENSG00000170373.4	"ENST00000304749.2,ENST00000398402.1"	707.5	459.44	0	0	0	0	0	0.06	0.06	0.00112857	0.136926	0.00113068	0.1384
ENSG00000170369.3	ENST00000304725.2	748	499.93	0	0	0	0	0	0.03	0.03	1.16E-06	0.0789838	1.17E-06	0.0798511
ENSG00000170367.4	ENST00000304710.4	756	507.93	0	0	0	0	0	0.03	0.03	3.14E-09	0.0766096	3.17E-09	0.0774498
ENSG00000149435.8	"ENST00000278765.4,ENST00000286890.4,ENST00000335694.4"	1015	766.92	0	0	0	0	0	0.05	0.05	0.00510895	0.10926	0.00525205	0.110535
ENSG00000101463.5	"ENST00000376862.3,ENST00000482637.1"	1469.5	1221.49	0	0	0	0	0	0.08	0.08	0.000485157	0.235879	0.000490278	0.23851
ENSG00000077984.4	"ENST00000376835.2,ENST00000480798.1"	929	680.92	0	0	0	0	0	0.04	0.04	0.00054899	0.0905146	0.000570861	0.0915151
ENSG00000101474.7	"ENST00000217456.2,ENST00000447138.1,ENST00000451442.1"	2301.41	2053.33	2252	14.49	14.46	2252	0	14.31	14.46	13.6989	14.9261	13.8435	15.0851
ENSG00000154930.10	"ENST00000323482.4,ENST00000376726.3,ENST00000432802.2,ENST00000484396.1,ENST00000537502.1,ENST00000542618.1"	3680	3431.92	38	0.15	0.15	38	0	0.18	0.19	0.12801	0.243696	0.129205	0.246094
ENSG00000100987.10	"ENST00000376707.3,ENST00000376709.4,ENST00000398332.1,ENST00000409285.2,ENST00000409958.2,ENST00000424574.1,ENST00000429762.3,ENST00000444511.2,ENST00000451258.1,ENST00000557285.1"	1234.7	986.63	0	0	0	0	0	0.18	0.18	0.0640149	0.300888	0.0648561	0.304309
ENSG00000197586.8	"ENST00000354989.5,ENST00000360031.2,ENST00000376652.4,ENST00000376666.3,ENST00000417467.1,ENST00000418890.1,ENST00000425813.1,ENST00000427553.1,ENST00000433259.2,ENST00000433417.1,ENST00000435520.1,ENST00000439162.1,ENST00000447877.1,ENST00000463734.1,ENST00000471478.1,ENST00000481322.1,ENST00000485936.1,ENST00000490187.1"	1822.4	1574.33	3266	27.4	27.36	3266	0	27.41	27.7	25.527	29.2567	25.7901	29.5594
ENSG00000268302.1	ENST00000593352.1	249	10.8	0	0	0	0	0	1.21	1.22	2.13E-05	3.61787	2.15E-05	3.65673
ENSG00000100994.7	"ENST00000216962.4,ENST00000428458.1,ENST00000471359.1"	3373.22	3125.15	2810	11.88	11.86	2810	0	11.82	11.94	11.0926	12.5589	11.2152	12.6978
ENSG00000100997.14	"ENST00000339157.5,ENST00000376542.3,ENST00000450393.1,ENST00000461204.1,ENST00000465694.1,ENST00000471287.1,ENST00000481556.1,ENST00000491682.1,ENST00000576316.1"	1991.82	1743.74	1048	7.94	7.93	1048	0	8.32	8.41	7.63252	9.00003	7.70908	9.09173
ENSG00000101003.8	"ENST00000262460.4,ENST00000429262.2,ENST00000473460.1,ENST00000481735.1,ENST00000484893.1"	3122.79	2874.71	3474	15.96	15.94	3474	0	15.93	16.1	15.3194	16.5692	15.4852	16.7485
ENSG00000101004.10	"ENST00000278886.6,ENST00000336104.5,ENST00000422516.1,ENST00000461642.2,ENST00000464285.1,ENST00000489780.1,ENST00000496509.2"	1829	1580.95	0	0	0	0	0	0.18	0.19	0.0400601	0.362359	0.0403752	0.366251
ENSG00000170191.4	ENST00000304788.3	3964	3715.92	1572	5.59	5.58	1572	0	5.51	5.57	5.2413	5.78382	5.29495	5.84408
ENSG00000130684.9	"ENST00000252979.5,ENST00000376436.1,ENST00000481610.1,ENST00000538750.1"	3250.82	3002.74	566	2.49	2.49	566	0	2.51	2.54	2.29453	2.73481	2.31887	2.764
ENSG00000175170.10	"ENST00000376403.1,ENST00000376404.2,ENST00000424021.2,ENST00000453481.2,ENST00000478164.1,ENST00000485279.1,ENST00000582267.1,ENST00000584071.1,ENST00000584356.1"	793.33	545.32	0	0	0	0	0	0.48	0.48	0.114496	0.971377	0.115736	0.981964
ENSG00000149531.10	"ENST00000278882.3,ENST00000358464.4,ENST00000439954.2,ENST00000468180.2,ENST00000479318.1,ENST00000482423.1"	892.18	644.1	477.82	9.8	9.78	477.8	3.14	9.89	9.99	8.96512	10.8093	9.06276	10.9268
ENSG00000215547.1	ENST00000400552.1	267	22.34	0	0	0	0	0	0.58	0.59	3.46E-06	1.73543	3.50E-06	1.75413
ENSG00000215545.1	ENST00000400549.1	309	61.23	0	0	0	0	0	0.21	0.21	2.87E-06	0.642984	2.90E-06	0.65003
ENSG00000131068.3	ENST00000253381.2	1158	909.92	0	0	0	0	0	0.01	0.01	3.82E-07	0.0428316	3.86E-07	0.0432968
ENSG00000180483.6	"ENST00000339144.3,ENST00000376315.2,ENST00000376321.3,ENST00000492344.1"	441.25	193.3	0	0	0	0	0	0.34	0.34	0.0495735	0.728788	0.0501089	0.736608
ENSG00000204548.3	"ENST00000376312.3,ENST00000376314.2"	423.5	175.55	0	0	0	0	0	0.15	0.16	0.00288145	0.377046	0.0029116	0.381147
ENSG00000180424.6	ENST00000376309.3	467	219.02	0	0	0	0	0	0.06	0.06	2.93E-06	0.177411	2.96E-06	0.17931
ENSG00000180383.3	"ENST00000317676.2,ENST00000481595.1"	393.5	162.22	0	0	0	0	0	8.93	9.02	0.00275545	26.6324	0.0027867	26.9133
ENSG00000088320.3	ENST00000201979.2	1665	1416.92	0	0	0	0	0	0.01	0.01	9.56E-07	0.0275473	9.33E-08	0.0278433
ENSG00000101294.12	"ENST00000335574.5,ENST00000340852.5,ENST00000344042.5,ENST00000376127.3,ENST00000398174.3,ENST00000460225.1,ENST00000460389.1,ENST00000464173.1,ENST00000464508.1,ENST00000464661.1,ENST00000466766.1,ENST00000468559.1,ENST00000469097.1,ENST00000469126.1,ENST00000472128.1,ENST00000474466.1,ENST00000479096.1,ENST00000483310.1,ENST00000487281.1,ENST00000487964.1,ENST00000492709.1,ENST00000493364.1,ENST00000494153.1,ENST00000496438.1,ENST00000498035.1"	1354.63	1106.55	6395	76.34	76.22	6395	0	76.21	77	74.1001	78.3562	74.9384	79.2481
ENSG00000125968.7	"ENST00000376105.3,ENST00000376112.3"	1018.41	770.33	12920	221.56	221.2	12920	0	218.42	220.68	214.571	222.129	216.877	224.515
ENSG00000131055.4	"ENST00000376075.3,ENST00000490030.1"	515.5	267.55	0	0	0	0	0	0.17	0.18	0.00167949	0.465993	0.00121229	0.47065
ENSG00000171552.8	"ENST00000307677.4,ENST00000376055.4,ENST00000376062.2,ENST00000420488.1,ENST00000420653.1,ENST00000422920.1,ENST00000434194.1,ENST00000439267.1,ENST00000450273.1,ENST00000456404.1"	2345.62	2097.54	16474	103.75	103.58	16474	0	102.67	103.74	100.683	104.726	101.785	105.872
ENSG00000268457.1	ENST00000597287.1	51	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088325.11	"ENST00000300403.6,ENST00000340513.4"	3497	3248.92	20447	83.14	83	20447	0	81.96	82.81	80.8247	83.0744	81.7501	84.0226
ENSG00000101306.6	"ENST00000375985.4,ENST00000375994.2,ENST00000468730.1"	2598.26	2350.18	54	0.3	0.3	54	0	0.32	0.33	0.23184	0.416851	0.234616	0.421692
ENSG00000179772.6	ENST00000375978.3	1318	1069.92	0	0	0	0	0	0.01	0.01	4.44E-08	0.0364734	4.49E-08	0.0368744
ENSG00000149599.11	"ENST00000278979.3,ENST00000339738.5,ENST00000375966.4,ENST00000398083.1,ENST00000398084.2,ENST00000428829.1,ENST00000447647.1,ENST00000459848.1,ENST00000486996.1,ENST00000493115.1"	1077	828.92	16	0.25	0.25	16	0	0.41	0.42	0.245396	0.607102	0.247288	0.61298
ENSG00000131044.12	"ENST00000310998.4,ENST00000375921.2,ENST00000375922.4,ENST00000375934.4,ENST00000375938.4,ENST00000535842.1"	2402	2153.92	4	0.02	0.02	4	0	0.08	0.08	0.0314858	0.130342	0.0318181	0.131751
ENSG00000088356.4	ENST00000202017.4	1385	1136.92	3099	36.01	35.95	3099	0	35.51	35.87	34.2841	36.7665	34.6599	37.168
ENSG00000260903.2	ENST00000562532.2	7844	7595.92	0	0	0	0	0	0	0	3.43E-08	0.00512677	3.46E-08	0.00518237
ENSG00000101331.11	"ENST00000262659.8,ENST00000300415.8,ENST00000452892.1"	2320	2071.92	0	0	0	0	0	0.02	0.02	0.00184101	0.0418608	0.00157308	0.0420263
ENSG00000101336.8	"ENST00000262651.3,ENST00000375852.2,ENST00000375862.2,ENST00000470092.1,ENST00000486475.1,ENST00000518730.1,ENST00000520553.1,ENST00000534862.1,ENST00000538448.1"	2082	1833.92	10	0.07	0.07	10	0	0.14	0.14	0.0815646	0.211475	0.0824145	0.213709
ENSG00000101337.11	"ENST00000217315.5,ENST00000398022.2,ENST00000417389.1,ENST00000442842.1,ENST00000450829.1,ENST00000479591.1,ENST00000495749.1"	3674.22	3426.15	5183	19.98	19.95	5183	0	19.96	20.17	19.1611	20.7727	19.37	20.9998
ENSG00000126003.6	ENST00000246229.4	5705	5456.92	3242	7.85	7.84	3242	0	7.74	7.82	7.47117	7.9972	7.55163	8.0834
ENSG00000101346.7	"ENST00000375730.3,ENST00000375749.3,ENST00000434904.1,ENST00000465791.1,ENST00000486717.1,ENST00000539210.1"	4703.27	4455.19	5699	16.9	16.87	5699	0	16.91	17.08	16.1343	17.7064	16.3091	17.8968
ENSG00000101350.6	"ENST00000375712.3,ENST00000418717.2"	6103	5854.92	2375	5.36	5.35	2375	0	5.3	5.36	5.08325	5.51428	5.13799	5.57353
ENSG00000171456.12	"ENST00000306058.5,ENST00000375687.4,ENST00000375689.1,ENST00000470145.1,ENST00000497249.1,ENST00000542461.1,ENST00000553345.1,ENST00000555343.1,ENST00000555564.1"	4149.75	3901.67	7965	26.97	26.92	7965	0	27.09	27.37	25.8515	28.4541	26.121	28.7517
ENSG00000197183.8	"ENST00000201961.2,ENST00000326071.4,ENST00000359676.5,ENST00000375677.1,ENST00000375678.3,ENST00000419612.1,ENST00000470428.1,ENST00000475781.1,ENST00000485364.1"	3128.65	2880.57	3125	14.33	14.31	3125	0	14.69	14.84	13.661	15.7701	13.8092	15.9411
ENSG00000204393.3	"ENST00000375670.1,ENST00000375671.3"	683	434.96	0	0	0	0	0	0.07	0.07	0.00108329	0.172397	0.00114652	0.174333
ENSG00000149600.7	"ENST00000278980.6,ENST00000446419.2,ENST00000474815.2,ENST00000610160.1"	1477.07	1228.99	3132	33.67	33.61	3132	0	33.26	33.61	32.0548	34.4798	32.4113	34.8616
ENSG00000088305.14	"ENST00000201963.3,ENST00000328111.2,ENST00000344505.4,ENST00000348286.2,ENST00000353855.2,ENST00000375623.4,ENST00000443239.3,ENST00000456297.2"	3966.97	3718.88	12206	43.36	43.29	12206	0	42.79	43.23	41.9922	43.5759	42.4558	44.0558
ENSG00000101367.8	ENST00000375571.5	2623	2374.92	18259	101.56	101.4	18259	0	100.12	101.16	98.6729	101.567	99.7528	102.679
ENSG00000215529.8	"ENST00000400522.4,ENST00000439060.1,ENST00000457731.1,ENST00000524882.1,ENST00000533479.1"	780.6	532.61	0	0	0	0	0	0.35	0.36	0.0375475	0.855232	0.0386865	0.865375
ENSG00000167098.7	"ENST00000356173.3,ENST00000375519.2,ENST00000375523.3,ENST00000420875.1"	862	613.95	0	0	0	0	0	0.12	0.12	0.0150669	0.261849	0.0154297	0.264924
ENSG00000078898.6	ENST00000170150.3	1898	1649.92	0	0	0	0	0	0.01	0.01	5.11E-08	0.0237503	2.07E-07	0.0240105
ENSG00000167104.7	"ENST00000349552.1,ENST00000542375.1"	1516	1267.92	0	0	0	0	0	0.02	0.02	0.000357013	0.0497308	0.000337412	0.050243
ENSG00000186190.7	ENST00000375494.3	1454	1205.92	0	0	0	0	0	0.01	0.01	3.27E-08	0.0325801	3.30E-08	0.0329399
ENSG00000186191.7	"ENST00000375483.3,ENST00000445356.1,ENST00000494121.1"	1099.33	851.29	0	0	0	0	0	0.09	0.09	0.00612729	0.202923	0.00555646	0.204456
ENSG00000131050.6	"ENST00000253362.2,ENST00000354932.5"	1084.5	836.42	0	0	0	0	0	0.03	0.03	0.000888882	0.0740239	0.000888731	0.0748086
ENSG00000131059.7	"ENST00000375452.3,ENST00000375454.3,ENST00000471233.1,ENST00000490499.1"	1424	1175.92	0	0	0	0	0	0.05	0.05	0.00829948	0.108617	0.0084498	0.109865
ENSG00000269117.1	ENST00000601172.1	297	49.36	0	0	0	0	0	0.26	0.27	9.95E-06	0.792003	1.00E-05	0.800522
ENSG00000198183.7	"ENST00000354297.4,ENST00000375413.4,ENST00000375422.2"	1055.33	807.25	0	0	0	0	0	0.05	0.05	0.00445962	0.103862	0.00437109	0.10486
ENSG00000125999.6	"ENST00000253354.1,ENST00000423645.1,ENST00000464032.1"	1439.33	1191.26	0	0	0	0	0	0.05	0.05	0.00345209	0.11546	0.00350759	0.116712
ENSG00000101391.16	"ENST00000339269.5,ENST00000346416.2,ENST00000357886.4,ENST00000427097.1,ENST00000460043.1,ENST00000461356.1,ENST00000461710.1,ENST00000471264.1,ENST00000473791.1,ENST00000473997.1,ENST00000477105.1,ENST00000481964.1,ENST00000482967.1,ENST00000488723.1,ENST00000496381.1,ENST00000498525.1,ENST00000544843.1"	1530.76	1282.69	3615	37.23	37.17	3615	0	37.55	37.94	35.7125	39.3857	36.1027	39.8163
ENSG00000101400.5	ENST00000217381.2	2342	2093.92	3610	22.77	22.74	3610	0	22.46	22.69	21.7201	23.1754	21.9647	23.4354
ENSG00000078699.17	"ENST00000342704.6,ENST00000344201.3,ENST00000346541.3,ENST00000359606.3,ENST00000375279.2,ENST00000397798.2,ENST00000397800.1,ENST00000471007.1,ENST00000491618.1,ENST00000492345.1,ENST00000543126.1"	4777.45	4529.37	1996	5.82	5.81	1996	0	5.9	5.96	5.39401	6.41932	5.4741	6.50994
ENSG00000125967.12	"ENST00000246190.6,ENST00000375238.4,ENST00000439478.1,ENST00000463246.1,ENST00000473892.1,ENST00000477778.1,ENST00000478237.1,ENST00000480994.1,ENST00000483813.1,ENST00000484824.2,ENST00000485399.1,ENST00000485976.1,ENST00000488489.1,ENST00000493590.1,ENST00000494174.1,ENST00000498353.1,ENST00000606106.1,ENST00000606525.1,ENST00000606690.1,ENST00000606699.1,ENST00000607055.1,ENST00000607805.1"	1379.53	1131.48	4027	47.02	46.94	4027	0	46.93	47.41	43.9439	50.05	44.4146	50.5828
ENSG00000149609.5	"ENST00000375222.3,ENST00000607738.1"	2254	2005.92	25	0.16	0.16	25	0	0.21	0.21	0.117525	0.31515	0.118819	0.318559
ENSG00000182584.4	ENST00000330271.4	2028	1779.92	7	0.05	0.05	7	0	0.06	0.06	0.0221567	0.0996654	0.0223418	0.100709
ENSG00000101412.9	ENST00000343380.5	2503	2254.92	3880	22.73	22.69	3880	0	22.41	22.64	21.7026	23.114	21.9395	23.3652
ENSG00000101417.7	"ENST00000217398.3,ENST00000344022.3,ENST00000409299.3"	1313.35	1065.27	482	5.98	5.97	482	0	5.95	6.02	5.38814	6.53145	5.44393	6.59916
ENSG00000131061.9	"ENST00000342427.2,ENST00000375200.1,ENST00000483118.1,ENST00000493497.1,ENST00000497876.1"	3574.57	3326.49	409	1.62	1.62	409	0	1.63	1.65	1.47142	1.78705	1.49016	1.80913
ENSG00000101421.3	ENST00000217402.2	1646	1397.92	5085	48.05	47.97	5085	0	47.38	47.87	46.0832	48.685	46.6146	49.2433
ENSG00000125970.7	"ENST00000246194.3,ENST00000333552.5,ENST00000375114.3,ENST00000413297.1,ENST00000442805.1,ENST00000448364.1,ENST00000481580.1,ENST00000488227.1,ENST00000489384.1,ENST00000493399.1"	1759.12	1511.04	16728	146.24	146.01	16728	0	148.79	150.33	142.818	157.737	144.42	159.486
ENSG00000125977.6	ENST00000374980.2	2656	2407.92	20875.83	114.53	114.34	20875.49	2.47	112.9	114.07	111.387	114.43	112.615	115.69
ENSG00000101440.5	"ENST00000374954.3,ENST00000568305.1"	598	349.96	0	0	0	0	0	0.07	0.08	0.00181446	0.177317	0.00180609	0.179244
ENSG00000101444.8	"ENST00000217426.2,ENST00000468908.1,ENST00000473516.1,ENST00000480653.1,ENST00000538132.1,ENST00000606061.1"	2114.17	1866.09	22085	156.34	156.09	22085	0	154.24	155.84	152.191	156.377	153.829	158.048
ENSG00000078747.8	"ENST00000262650.6,ENST00000374864.4,ENST00000461661.1,ENST00000479215.1,ENST00000483727.1,ENST00000486883.1,ENST00000535650.1"	5648.19	5400.11	4653	11.38	11.36	4653	0	11.41	11.53	10.8802	11.9703	11.0031	12.1054
ENSG00000125971.12	"ENST00000300469.9,ENST00000357156.2,ENST00000374846.3,ENST00000417166.2,ENST00000480759.1"	689.29	441.24	1214	36.35	36.29	1214	0	35.9	36.27	33.8626	37.9088	34.2347	38.3226
ENSG00000101460.8	"ENST00000360668.3,ENST00000374837.3,ENST00000397709.1,ENST00000476428.1"	1021	772.93	0	0	0	0	0	0.08	0.08	0.0130883	0.162363	0.0133558	0.164239
ENSG00000101464.6	"ENST00000217446.3,ENST00000374820.2,ENST00000438215.1,ENST00000452740.2,ENST00000462389.1,ENST00000480175.1"	1611.58	1363.5	2207	21.38	21.35	2207	0	21.26	21.48	20.3496	22.18	20.5434	22.3938
ENSG00000198646.9	"ENST00000359003.2,ENST00000374796.2,ENST00000434040.1,ENST00000471897.1,ENST00000593786.1"	5350.37	5102.3	3327	8.61	8.6	3327	0	8.64	8.73	8.07256	9.25428	8.16021	9.35452
ENSG00000078804.8	"ENST00000374809.2,ENST00000374810.3,ENST00000414082.1,ENST00000451665.1"	4042.55	3794.47	445	1.55	1.55	445	0	1.66	1.67	1.442	1.88241	1.4585	1.90372
ENSG00000131067.12	"ENST00000336431.5,ENST00000427420.1,ENST00000469018.1,ENST00000470952.1"	2470.97	2222.89	2168	12.88	12.86	2168	0	12.84	12.98	12.1393	13.5684	12.2639	13.7087
ENSG00000131069.15	"ENST00000253382.5,ENST00000336325.4,ENST00000360596.2,ENST00000461051.1,ENST00000464399.1,ENST00000467019.1,ENST00000468550.2,ENST00000470315.1,ENST00000473172.1,ENST00000475459.2,ENST00000476922.1,ENST00000477932.1,ENST00000480274.1,ENST00000480978.1,ENST00000481284.1,ENST00000481971.1,ENST00000484354.1,ENST00000488172.1,ENST00000490046.1,ENST00000490464.1,ENST00000491533.1,ENST00000493250.1,ENST00000493805.2,ENST00000494727.1,ENST00000497927.1"	1783.63	1535.58	7652	65.83	65.72	7652	0	66.3	66.99	62.8771	69.8104	63.568	70.5751
ENSG00000100983.5	"ENST00000216951.2,ENST00000451957.2,ENST00000541098.1"	1903.72	1655.64	10028	80.01	79.88	10028	0	78.92	79.73	77.3967	80.4879	78.2184	81.3395
ENSG00000078814.11	"ENST00000262873.7,ENST00000433934.2,ENST00000435272.1,ENST00000446156.1,ENST00000453028.1,ENST00000456649.1,ENST00000470929.1,ENST00000481922.1"	1726.34	1478.29	29	0.26	0.26	29	0	0.42	0.43	0.224961	0.633445	0.227084	0.640012
ENSG00000100991.7	"ENST00000252015.2,ENST00000432634.2,ENST00000451813.2,ENST00000539834.1"	3190.04	2941.96	9102	40.87	40.8	9102	0	40.33	40.75	39.496	41.1498	39.9215	41.5918
ENSG00000088298.8	"ENST00000374491.3,ENST00000374492.3,ENST00000540582.1,ENST00000541621.1,ENST00000542871.1"	1809.7	1561.62	672.55	5.69	5.68	672.53	1.46	5.66	5.71	5.20942	6.11234	5.25881	6.17136
ENSG00000101000.4	ENST00000216968.4	1348	1099.92	376	4.52	4.51	376	0	4.46	4.51	4.01572	4.91127	4.05817	4.96332
ENSG00000125966.8	ENST00000246186.6	4412	4163.92	1	0	0	1	0	0.01	0.01	0.000120821	0.0149229	0.000109513	0.015071
ENSG00000242372.2	"ENST00000374436.3,ENST00000374443.3,ENST00000374450.3,ENST00000415116.1,ENST00000440766.1,ENST00000447927.2,ENST00000456600.1,ENST00000462894.1"	1195.91	947.83	12239.64	170.59	170.31	12239.55	0.7	168.51	170.25	165.187	171.916	166.989	173.788
ENSG00000125998.7	ENST00000374408.3	3145	2896.92	0	0	0	0	0	0	0	4.80E-08	0.0134555	4.85E-08	0.0136022
ENSG00000101019.17	"ENST00000349714.5,ENST00000359226.2,ENST00000374377.5,ENST00000374380.2,ENST00000374384.2,ENST00000374385.5,ENST00000374394.3,ENST00000397553.2,ENST00000397554.1,ENST00000397556.3,ENST00000407996.2,ENST00000424405.1,ENST00000438533.1,ENST00000443429.1,ENST00000453855.1,ENST00000457259.1,ENST00000472559.1,ENST00000473982.2,ENST00000482440.1,ENST00000491040.1,ENST00000491125.1,ENST00000495752.1,ENST00000496812.1,ENST00000497717.1,ENST00000498651.1,ENST00000540457.1,ENST00000542501.1"	2136.59	1888.52	6368	44.54	44.47	6368	0	45.3	45.77	43.2146	47.535	43.697	48.0656
